itemId	latitude	longitude
354	39.01	-94.59
355	38.99	-94.59
356	41.83	-87.63
357	41.83	-87.63
358	41.90	-87.62
359	41.90	-87.62
360	41.90	-87.62
361	41.90	-87.62
362	41.90	-87.62
363	41.85	-87.63
364	41.89	-87.61
365	32.78	-96.77
366	32.78	-96.77
367	32.78	-96.76
368	32.78	-96.76
369	32.78	-96.76
370	32.78	-96.76
371	41.88	-87.62
372	41.89	-87.61
373	32.95	-97.13
374	41.89	-87.62
375	41.88	-87.67
376	32.98	-97.16
377	32.97	-97.16
378	32.94	-97.11
379	30.24	-97.75
380	30.24	-97.75
381	30.25	-97.75
382	30.26	-97.76
383	30.26	-97.76
384	30.26	-97.76
385	30.27	-97.77
386	30.27	-97.77
387	30.28	-97.75
388	30.28	-97.75
389	30.28	-97.74
390	30.27	-97.75
391	30.27	-97.75
392	30.27	-97.75
393	30.27	-97.73
394	30.27	-97.74
395	30.27	-97.73
396	30.27	-97.72
397	30.28	-97.72
398	30.28	-97.72
399	30.30	-97.73
400	30.30	-97.74
401	30.30	-97.74
402	30.30	-97.74
403	30.28	-97.74
404	30.29	-97.73
405	30.29	-97.74
406	30.29	-97.74
407	30.25	-97.72
408	30.23	-97.74
409	38.92	-77.03
410	38.89	-77.02
411	38.89	-77.02
412	40.75	-74.00
413	40.74	-73.99
414	40.73	-73.99
415	30.25	-97.75
416	30.23	-97.82
417	30.23	-97.82
418	37.77	-122.43
419	37.76	-122.42
420	39.68	-75.65
421	39.16	-75.56
422	32.94	-97.13
423	32.68	-97.11
424	32.71	-97.15
425	32.94	-97.13
426	40.75	-73.99
427	40.75	-73.99
428	40.77	-73.98
429	39.18	-75.53
430	30.27	-97.75
431	30.27	-97.75
432	30.25	-97.75
433	32.94	-97.10
434	32.94	-97.10
435	32.94	-97.11
436	32.94	-97.11
437	32.94	-97.11
438	32.94	-97.11
439	32.94	-97.12
440	32.94	-97.12
441	37.45	-122.18
442	37.45	-122.16
443	32.94	-97.13
444	47.63	-122.36
445	30.25	-97.75
446	30.25	-97.75
447	30.24	-97.76
448	32.94	-97.12
449	32.68	-97.11
450	32.68	-97.11
451	32.67	-97.09
452	37.76	-122.42
453	37.34	-121.89
454	32.93	-97.25
455	28.37	-81.55
456	28.37	-81.55
457	28.37	-81.55
458	28.37	-81.55
459	28.37	-81.55
460	28.37	-81.55
461	28.37	-81.55
462	28.37	-81.55
463	28.37	-81.55
464	28.37	-81.55
465	28.37	-81.55
466	28.37	-81.55
467	28.37	-81.55
468	28.42	-81.58
469	28.42	-81.59
470	32.68	-97.11
471	32.68	-97.11
472	32.68	-97.13
473	41.87	-87.61
474	28.37	-81.52
475	28.37	-81.52
476	32.68	-97.11
477	32.67	-97.13
478	37.78	-122.40
479	37.78	-122.40
480	37.78	-122.41
481	37.79	-122.41
482	37.80	-122.40
483	37.80	-122.40
484	37.80	-122.40
485	37.81	-122.42
486	37.78	-122.46
487	32.83	-96.72
488	37.77	-122.41
489	37.77	-122.40
490	37.76	-122.40
491	37.76	-122.40
492	37.79	-122.39
493	37.80	-122.39
494	37.78	-122.40
495	37.77	-122.40
496	37.76	-122.40
497	37.76	-122.40
498	37.78	-122.39
499	37.78	-122.39
500	32.82	-97.06
501	33.00	-97.21
502	33.00	-97.23
503	33.00	-97.23
504	42.49	-83.13
505	37.78	-122.43
506	37.78	-122.43
507	37.76	-122.43
508	37.78	-122.42
509	32.68	-97.11
510	32.68	-97.11
511	32.94	-97.08
512	32.94	-97.08
513	32.94	-97.08
514	32.94	-97.08
515	32.94	-97.08
516	32.73	-97.34
517	32.73	-97.34
518	30.27	-97.74
519	38.90	-77.03
520	30.39	-97.73
521	30.43	-97.75
522	32.86	-96.73
523	38.89	-77.02
524	38.90	-77.02
525	30.26	-97.76
526	30.31	-97.94
527	32.78	-96.81
528	32.80	-96.78
529	32.94	-97.12
530	40.78	-111.93
531	38.95	-77.45
532	38.95	-77.36
533	38.90	-77.03
534	30.26	-97.76
535	32.80	-96.80
536	37.79	-122.42
537	38.89	-77.03
538	38.89	-77.02
539	38.89	-77.02
540	38.89	-77.02
541	38.90	-77.02
542	38.90	-77.02
543	38.90	-77.02
544	38.90	-77.02
545	38.90	-77.06
546	32.90	-97.24
547	32.90	-97.24
548	38.88	-77.00
549	38.90	-77.02
550	38.90	-77.02
551	38.90	-77.02
552	38.91	-77.04
553	28.47	-81.47
554	28.48	-81.47
555	28.48	-81.47
556	28.47	-81.47
557	28.48	-81.47
558	28.47	-81.47
559	30.27	-97.79
560	30.27	-97.77
561	33.64	-84.44
562	38.85	-77.04
563	32.37	-88.67
564	32.31	-90.90
565	39.72	-104.95
566	39.74	-104.99
567	39.76	-104.99
568	39.75	-105.00
569	39.74	-104.95
570	30.27	-97.77
571	30.30	-97.78
572	37.79	-122.41
573	37.79	-122.40
574	37.79	-122.40
575	32.91	-96.96
576	32.91	-96.96
577	39.07	-94.58
578	39.30	-94.72
579	39.15	-75.51
580	39.12	-75.57
581	39.75	-105.01
582	33.03	-96.80
583	32.95	-96.83
584	42.35	-71.10
585	42.35	-71.10
586	42.31	-71.10
587	41.98	-87.87
588	32.80	-96.78
589	43.74	7.43
590	41.90	12.45
591	41.90	12.48
592	41.89	12.49
593	39.76	-105.01
594	39.76	-105.01
595	39.69	-104.94
596	38.99	-94.59
597	39.04	-94.61
598	39.05	-94.61
599	39.05	-94.60
600	33.82	-118.14
601	33.75	-118.19
602	33.76	-118.20
603	33.95	-118.40
604	37.83	-122.29
605	37.83	-122.28
606	37.83	-122.29
607	37.76	-122.42
608	32.97	-97.04
609	32.97	-97.04
610	37.79	-122.40
611	37.79	-122.40
612	37.79	-122.40
613	37.79	-122.40
614	37.79	-122.40
615	37.79	-122.41
616	40.76	-73.98
617	40.76	-73.98
618	40.76	-73.98
619	32.94	-97.13
620	32.94	-97.13
621	32.94	-97.13
622	32.94	-97.13
623	32.94	-97.12
624	39.05	-94.61
625	32.94	-97.11
626	32.94	-97.13
627	32.94	-97.13
628	32.94	-97.13
629	32.94	-97.13
630	41.87	-87.62
631	41.88	-87.62
632	37.77	-122.43
633	37.75	-122.42
634	37.75	-122.42
635	37.76	-122.42
636	29.96	-90.06
637	29.96	-90.06
638	32.94	-97.08
639	32.81	-96.80
640	32.81	-96.80
641	32.81	-96.81
642	32.81	-96.80
643	38.90	-77.02
644	38.90	-77.02
645	30.62	-96.35
646	30.67	-96.37
647	30.27	-97.75
648	33.76	-84.39
649	33.76	-84.40
650	33.76	-84.39
651	47.65	-122.35
652	47.44	-122.30
653	32.90	-97.26
654	33.04	-97.04
655	39.05	-94.48
656	33.03	-96.83
657	33.03	-96.83
658	33.03	-96.83
659	33.03	-96.83
660	33.03	-96.83
661	39.09	-94.56
662	37.76	-122.50
663	37.79	-122.40
664	37.73	-122.43
665	39.04	-94.59
666	32.94	-97.11
667	32.94	-97.11
668	32.94	-96.75
669	32.96	-96.70
670	39.05	-94.59
671	39.05	-94.59
672	39.04	-94.59
673	39.04	-94.59
674	39.04	-94.59
675	37.76	-122.42
676	32.77	-97.10
677	32.78	-96.79
678	32.76	-96.82
679	30.29	-97.74
680	47.61	-122.34
681	47.61	-122.34
682	47.61	-122.34
683	47.61	-122.34
684	47.61	-122.34
685	47.61	-122.34
686	30.27	-97.74
687	32.94	-97.13
688	37.78	-122.39
689	37.73	-122.43
690	30.24	-97.75
691	30.26	-97.75
692	30.25	-97.75
693	30.25	-97.75
694	37.76	-122.42
695	37.75	-122.42
696	37.75	-122.42
697	32.89	-97.26
698	32.90	-97.04
699	32.90	-97.04
700	45.59	-122.59
701	45.52	-122.69
702	45.51	-122.72
703	45.51	-122.71
704	45.54	-122.24
705	45.58	-122.12
706	45.22	-123.97
707	45.52	-122.68
708	45.52	-122.68
709	32.94	-97.12
710	32.94	-97.12
711	42.99	-81.26
712	42.99	-81.25
713	32.94	-97.11
714	32.95	-97.13
715	32.94	-97.13
716	32.75	-97.33
717	32.85	-96.82
718	32.53	-92.64
719	32.54	-92.64
720	40.76	-73.98
721	29.72	-95.39
722	29.72	-95.39
723	32.82	-96.77
724	32.81	-96.78
725	33.81	-117.92
726	33.81	-117.92
727	33.81	-117.92
728	39.04	-94.62
729	39.85	-104.67
730	32.90	-97.26
731	32.75	-97.33
732	32.75	-97.33
733	32.75	-97.33
734	32.84	-96.78
735	32.92	-96.78
736	32.87	-96.77
737	32.76	-97.33
738	32.76	-97.33
739	32.75	-97.33
740	32.75	-97.33
741	32.76	-97.33
742	37.79	-122.40
743	37.83	-122.25
744	30.26	-97.76
745	30.26	-97.75
746	29.42	-98.48
747	29.43	-98.49
748	29.42	-98.49
749	29.42	-98.49
750	29.42	-98.49
751	29.42	-98.48
752	43.00	-81.23
753	43.00	-81.23
754	32.97	-97.04
755	30.27	-97.74
756	30.27	-97.74
757	59.33	18.09
758	59.34	18.08
759	59.34	18.04
760	32.97	-96.82
761	37.77	-122.46
762	37.77	-122.47
763	37.76	-122.47
764	37.76	-122.47
765	32.82	-96.79
766	37.43	-122.20
767	59.32	18.08
768	59.34	18.03
769	59.34	18.08
770	32.89	-96.96
771	32.89	-96.96
772	32.89	-96.96
773	32.89	-96.96
774	32.89	-96.96
775	32.89	-96.96
776	32.89	-96.96
777	31.80	-97.10
778	32.85	-96.83
779	32.82	-96.80
780	30.32	-97.71
781	32.91	-96.96
782	32.91	-96.96
783	32.91	-96.96
784	32.91	-96.96
785	32.91	-97.31
786	40.78	-73.96
787	40.78	-73.96
788	29.74	-95.42
789	29.74	-95.40
790	32.79	-96.81
791	32.85	-96.72
792	32.76	-97.07
793	32.76	-97.07
794	32.76	-97.07
795	32.76	-97.07
796	32.76	-97.07
797	30.40	-97.73
798	30.40	-97.73
799	30.40	-97.73
800	30.36	-97.73
801	30.36	-97.73
802	30.36	-97.73
803	30.46	-97.81
804	0.00	0.00
805	39.74	-105.52
806	42.05	-88.04
807	30.33	-97.71
808	30.31	-97.74
809	30.26	-97.73
810	30.30	-97.74
811	30.32	-97.72
812	30.27	-97.74
813	30.27	-97.74
814	30.26	-97.73
815	30.29	-97.74
816	30.31	-97.72
817	30.30	-97.74
818	30.29	-97.73
819	30.26	-97.76
820	30.26	-97.76
821	39.75	-105.00
822	39.74	-104.99
823	39.74	-104.99
824	39.68	-105.91
825	37.73	-122.48
826	37.74	-122.48
827	37.73	-122.50
828	29.45	-98.70
829	29.46	-98.70
830	29.46	-98.70
831	29.46	-98.70
832	29.46	-98.70
833	29.46	-98.70
834	29.46	-98.70
835	32.81	-96.81
836	32.80	-96.80
837	32.94	-97.11
838	32.75	-97.33
839	32.75	-97.33
840	32.75	-97.33
841	32.75	-97.33
842	32.75	-97.33
843	32.75	-97.33
844	32.75	-97.33
845	32.75	-97.33
846	32.75	-97.33
847	32.75	-97.33
848	32.75	-97.33
849	32.75	-97.33
850	32.75	-97.33
851	32.75	-97.33
852	32.76	-97.33
853	30.25	-97.78
854	30.25	-97.78
855	30.25	-97.75
856	30.28	-97.78
857	39.11	-94.58
858	39.05	-94.48
859	32.80	-96.80
860	32.87	-96.76
861	32.78	-96.76
862	30.45	-97.71
863	30.30	-97.73
864	30.30	-97.73
865	30.32	-97.73
866	30.32	-97.74
867	37.45	-122.18
868	37.45	-122.18
869	37.45	-122.18
870	37.45	-122.18
871	37.45	-122.18
872	32.82	-96.81
873	41.95	-87.81
874	29.72	-95.42
875	29.75	-95.46
876	29.74	-95.46
877	29.65	-95.28
878	33.52	-101.87
879	30.22	-97.84
880	30.23	-97.82
881	30.27	-97.74
882	30.27	-97.74
883	30.26	-97.76
884	32.93	-97.09
885	30.27	-97.75
886	33.00	-97.23
887	32.94	-97.16
888	37.75	-122.42
889	37.75	-122.41
890	37.75	-122.41
891	33.59	-101.87
892	33.58	-101.89
893	33.58	-101.88
894	33.58	-101.88
895	33.58	-101.88
896	33.58	-101.88
897	33.58	-101.87
898	30.27	-97.74
899	30.27	-97.75
900	30.27	-97.75
901	30.27	-97.75
902	30.27	-97.75
903	30.27	-97.75
904	30.27	-97.75
905	30.27	-97.75
906	30.27	-97.75
907	30.27	-97.75
908	30.27	-97.75
909	30.27	-97.75
910	30.27	-97.75
911	30.39	-97.74
912	30.39	-97.74
913	30.38	-97.74
914	30.40	-97.75
915	30.40	-97.75
916	30.40	-97.75
917	30.40	-97.75
918	30.47	-97.81
919	30.47	-97.81
920	37.42	-122.15
921	37.43	-122.14
922	30.27	-97.76
923	30.27	-97.77
924	30.27	-97.76
925	30.26	-97.76
926	39.04	-94.59
927	39.04	-94.59
928	38.99	-94.59
929	30.35	-97.71
930	30.31	-97.71
931	30.27	-97.74
932	30.27	-97.74
933	30.27	-97.74
934	30.27	-97.74
935	30.26	-97.74
936	30.26	-97.75
937	30.27	-97.75
938	30.26	-97.75
939	30.26	-97.75
940	30.26	-97.75
941	30.26	-97.75
942	30.26	-97.75
943	30.26	-97.76
944	30.26	-97.77
945	30.26	-97.77
946	32.94	-97.13
947	30.17	-97.79
948	30.26	-97.81
949	30.26	-97.81
950	40.77	-73.97
951	40.77	-73.97
952	37.42	-122.03
953	32.73	-97.39
954	32.73	-97.39
955	32.73	-97.39
956	30.27	-97.80
957	30.23	-97.83
958	37.87	-122.27
959	37.76	-122.42
960	36.12	-115.17
961	36.12	-115.17
962	36.12	-115.17
963	36.10	-115.17
964	36.10	-115.17
965	36.07	-115.18
966	36.11	-115.17
967	36.13	-115.17
968	36.11	-115.17
969	35.27	-116.07
970	35.27	-116.07
971	38.99	-94.59
972	32.94	-97.13
973	32.94	-97.13
974	51.52	-0.20
975	51.46	-0.17
976	30.26	-97.79
977	31.53	-97.13
978	32.54	-92.65
979	32.55	-92.61
980	40.78	-73.96
981	40.78	-73.97
982	40.78	-73.97
983	40.77	-73.97
984	40.77	-73.97
985	40.75	-73.98
986	30.27	-97.75
987	30.27	-97.75
988	32.75	-97.35
989	38.90	-77.04
990	47.61	-122.34
991	47.61	-122.34
992	47.61	-122.33
993	47.61	-122.33
994	47.60	-122.34
995	32.93	-97.09
996	37.76	-122.39
997	41.95	-87.81
998	41.96	-87.81
999	32.94	-97.13
1000	32.84	-96.77
1001	30.41	-97.75
1002	30.45	-97.79
1003	30.45	-97.79
1004	30.48	-97.80
1005	37.76	-122.39
1006	37.78	-122.39
1007	37.78	-122.39
1008	37.78	-122.39
1009	37.78	-122.39
1010	37.78	-122.40
1011	37.78	-122.40
1012	37.78	-122.40
1013	37.78	-122.40
1014	37.78	-122.40
1015	37.78	-122.39
1016	37.78	-122.39
1017	37.78	-122.40
1018	37.78	-122.39
1019	37.78	-122.39
1020	37.75	-122.43
1021	37.74	-122.43
1022	37.72	-122.45
1023	32.84	-96.77
1024	32.82	-96.79
1025	32.82	-96.79
1026	32.82	-96.79
1027	32.82	-96.79
1028	32.82	-96.79
1029	32.82	-96.79
1030	32.85	-96.77
1031	36.10	-94.16
1032	32.89	-97.15
1033	32.72	-97.36
1034	32.72	-97.36
1035	32.72	-97.36
1036	32.72	-97.36
1037	32.72	-97.36
1038	32.72	-97.36
1039	32.72	-97.36
1040	32.72	-97.35
1041	32.72	-97.35
1042	32.72	-97.35
1043	32.93	-97.09
1044	36.16	-86.78
1045	36.16	-86.78
1046	36.16	-86.78
1047	36.16	-86.78
1048	36.16	-86.78
1049	36.16	-86.78
1050	36.16	-86.78
1051	40.75	-73.98
1052	40.75	-73.98
1053	40.75	-73.98
1054	40.75	-73.98
1055	32.94	-97.12
1056	39.04	-94.59
1057	39.04	-94.59
1058	39.04	-94.59
1059	39.04	-94.59
1060	39.04	-94.59
1061	39.04	-94.59
1062	39.04	-94.59
1063	39.04	-94.59
1064	37.85	-122.25
1065	37.85	-122.25
1066	37.81	-122.27
1067	37.81	-122.27
1068	37.81	-122.27
1069	37.80	-122.27
1070	37.80	-122.27
1071	37.79	-122.28
1072	37.80	-122.28
1073	37.80	-122.28
1074	37.80	-122.27
1075	37.82	-122.31
1076	30.27	-97.74
1077	32.84	-96.78
1078	32.84	-96.78
1079	32.84	-96.78
1080	32.85	-97.19
1081	30.24	-97.76
1082	30.27	-97.74
1083	30.27	-97.75
1084	32.94	-97.08
1085	30.26	-97.75
1086	30.23	-97.82
1087	30.23	-97.82
1088	30.20	-97.88
1089	30.25	-97.75
1090	30.25	-97.75
1091	30.23	-97.76
1092	39.04	-94.59
1093	29.73	-95.44
1094	29.78	-95.44
1095	32.87	-96.97
1096	32.98	-96.89
1097	32.91	-96.96
1098	33.07	-97.09
1099	37.21	-93.29
1100	37.21	-93.29
1101	37.15	-93.30
1102	37.76	-122.42
1103	37.76	-122.42
1104	37.44	-122.16
1105	37.44	-122.16
1106	37.44	-122.16
1107	37.44	-122.16
1108	37.39	-122.08
1109	37.39	-122.08
1110	32.78	-96.78
1111	32.78	-96.78
1112	32.78	-96.78
1113	37.90	-122.06
1114	37.86	-122.25
1115	37.86	-122.27
1116	37.87	-122.27
1117	37.87	-122.27
1118	37.87	-122.27
1119	37.87	-122.27
1120	37.87	-122.27
1121	37.87	-122.27
1122	37.87	-122.27
1123	37.88	-122.27
1124	37.88	-122.27
1125	37.88	-122.27
1126	37.88	-122.27
1127	37.88	-122.27
1128	37.88	-122.27
1129	37.87	-122.27
1130	37.87	-122.27
1131	37.87	-122.26
1132	47.62	-122.34
1133	36.06	-94.18
1134	36.06	-94.18
1135	36.07	-94.18
1136	36.07	-94.18
1137	36.07	-94.17
1138	30.26	-97.76
1139	30.24	-97.80
1140	30.27	-97.74
1141	32.85	-96.77
1142	32.86	-96.54
1143	37.79	-122.40
1144	37.80	-122.40
1145	37.76	-122.39
1146	37.77	-122.42
1147	37.78	-122.41
1148	32.95	-96.82
1149	32.92	-96.99
1150	32.83	-97.20
1151	32.83	-97.20
1152	37.76	-122.43
1153	47.63	-122.36
1154	47.63	-122.36
1155	47.63	-122.36
1156	47.63	-122.36
1157	47.63	-122.36
1158	30.45	-97.79
1159	30.45	-97.79
1160	30.44	-97.78
1161	30.35	-97.80
1162	30.35	-97.80
1163	30.26	-97.82
1164	30.45	-97.79
1165	30.45	-97.79
1166	30.45	-97.79
1167	30.36	-97.79
1168	30.28	-97.75
1169	30.28	-97.75
1170	30.27	-97.74
1171	30.26	-97.75
1172	30.26	-97.75
1173	30.26	-97.75
1174	30.26	-97.75
1175	30.26	-97.76
1176	30.13	-98.01
1177	30.23	-97.82
1178	47.67	-122.33
1179	47.67	-122.33
1180	47.62	-122.35
1181	37.39	-122.08
1182	37.39	-122.08
1183	37.39	-122.08
1184	32.84	-96.78
1185	32.84	-96.77
1186	37.78	-122.48
1187	37.77	-122.44
1188	37.77	-122.44
1189	30.26	-97.77
1190	37.44	-122.16
1191	32.92	-97.19
1192	32.89	-97.26
1193	32.89	-97.26
1194	37.62	-122.39
1195	33.64	-84.44
1196	36.07	-112.12
1197	36.06	-112.14
1198	32.54	-92.63
1199	30.27	-97.74
1200	30.22	-97.84
1201	30.27	-97.75
1202	30.25	-97.75
1203	37.76	-122.43
1204	37.76	-122.41
1205	37.38	-122.00
1206	37.39	-122.07
1207	32.89	-96.98
1208	32.88	-96.96
1209	32.68	-97.13
1210	37.79	-122.40
1211	45.53	-122.68
1212	45.53	-122.68
1213	45.53	-122.68
1214	37.39	-122.08
1215	37.39	-122.08
1216	37.39	-122.08
1217	37.77	-122.42
1218	38.97	-95.24
1219	38.96	-95.23
1220	37.81	-122.42
1221	37.81	-122.42
1222	37.81	-122.42
1223	37.81	-122.42
1224	37.81	-122.42
1225	37.81	-122.43
1226	37.83	-122.48
1227	37.83	-122.48
1228	37.83	-122.48
1229	36.07	-79.79
1230	36.07	-79.79
1231	36.08	-79.80
1232	36.09	-79.83
1233	36.09	-79.84
1234	36.09	-79.84
1235	36.07	-79.79
1236	32.54	-97.32
1237	32.92	-97.09
1238	40.73	-73.98
1239	40.76	-73.96
1240	40.77	-73.87
1241	37.39	-122.08
1242	37.39	-122.08
1243	37.44	-122.16
1244	37.45	-122.16
1245	37.43	-122.14
1246	37.42	-122.14
1247	37.41	-122.11
