itemId	latitude	longitude
206	-33.05	-71.61
208	40.04	-75.50
209	40.04	-75.50
210	-27.60	-48.55
211	-27.60	-48.55
213	40.69	29.43
214	40.77	29.42
216	40.91	29.32
217	19.49	-99.24
218	19.51	-99.24
220	-33.46	-70.71
221	-33.54	-70.66
222	-33.59	-70.70
223	-33.46	-70.66
224	-22.90	-43.19
225	-22.90	-43.19
226	19.43	-99.19
227	19.37	-99.16
228	35.91	139.48
229	35.94	139.42
230	21.04	-89.63
231	21.03	-89.62
232	-23.56	-46.66
233	-23.57	-46.71
234	-23.60	-46.72
236	-25.30	-57.58
237	-33.40	-70.58
238	-33.40	-70.58
239	-33.40	-70.58
240	-33.44	-70.64
241	-33.41	-70.57
242	-12.09	-77.06
243	-12.09	-77.06
244	-12.09	-77.06
245	9.92	-84.05
246	9.92	-84.05
247	19.51	-96.88
248	19.51	-96.88
249	34.68	135.54
250	34.69	135.55
251	34.69	135.55
252	38.90	-77.03
253	18.45	-69.94
254	18.47	-69.94
256	19.43	-99.17
257	35.10	129.04
258	35.12	129.03
259	-38.74	-72.61
260	-38.73	-72.61
261	-23.45	-70.44
262	-12.02	-77.11
263	35.66	140.32
264	35.67	139.76
265	35.67	139.74
266	28.43	-81.31
267	28.33	-81.61
268	-33.05	-71.62
269	19.42	-99.18
270	-23.57	-46.70
271	-23.57	-46.70
272	-33.46	-70.57
273	-33.45	-70.57
274	-33.59	-70.58
275	-23.57	-46.64
276	-23.57	-46.64
278	-41.33	174.76
279	35.70	139.76
280	35.69	139.79
281	35.68	139.80
282	35.53	139.49
283	-1.45	-48.49
284	-18.91	-48.27
285	-18.91	-48.26
286	-23.65	-70.40
287	-23.65	-70.40
288	-23.57	-46.70
289	19.44	-99.20
290	19.44	-99.21
291	22.27	-97.87
293	-32.75	-70.72
294	-20.27	-40.30
295	-20.34	-40.29
296	-20.32	-40.28
297	19.38	-99.08
298	19.38	-99.08
299	41.03	28.97
302	9.94	-84.15
303	9.94	-84.11
304	-29.91	-51.18
305	-29.91	-51.18
306	-33.43	-70.63
307	13.74	100.47
308	13.76	100.47
309	13.77	100.48
310	13.76	100.50
311	9.97	-84.21
315	-33.44	-70.64
316	-33.45	-70.65
317	-26.99	-48.63
318	-26.99	-48.65
319	-26.91	-48.69
320	20.50	-86.96
321	20.50	-86.96
322	25.68	-100.28
323	25.68	-100.35
324	21.15	-86.82
325	21.15	-86.82
326	19.37	-99.12
328	-12.06	-77.04
329	-12.14	-77.02
331	26.33	-80.10
334	-12.11	-77.00
335	-12.11	-77.00
336	25.64	-100.29
337	25.64	-100.29
338	35.98	139.75
339	36.02	139.73
340	-22.91	-43.17
341	-23.63	-46.66
343	-33.44	-70.65
344	-33.43	-70.65
346	-29.16	-51.15
347	34.96	136.92
348	35.02	136.89
349	35.13	136.91
350	19.53	-96.92
351	19.52	-96.88
352	9.93	-84.04
353	9.92	-84.05
354	9.91	-84.24
355	9.90	-84.01
356	-33.35	-70.52
357	-33.43	-70.66
358	-33.44	-70.66
359	-33.44	-70.66
360	-33.01	-71.55
362	35.55	139.79
363	33.83	132.70
364	37.55	-121.94
365	37.58	-122.00
366	-33.01	-71.55
367	-33.03	-71.55
368	40.65	-73.78
369	40.75	-73.98
370	35.47	139.62
371	35.69	139.70
372	-12.05	-77.03
373	-12.07	-77.08
374	-23.61	-46.67
375	-23.61	-46.68
376	35.46	139.63
377	34.79	135.44
378	34.80	135.46
379	-22.91	-43.22
380	-22.95	-43.17
381	13.74	100.53
382	13.74	100.53
383	-33.41	-70.57
384	-33.41	-70.57
385	9.93	-84.05
386	9.93	-84.07
387	9.94	-84.03
388	-23.59	-46.69
389	19.40	-99.16
390	19.40	-99.15
391	14.55	121.03
392	14.55	121.03
393	-23.55	-46.65
394	-23.55	-46.65
395	-23.55	-46.65
396	19.36	-99.17
397	19.36	-99.17
398	-33.43	-70.58
399	-33.45	-70.58
400	19.37	-99.16
401	19.34	-99.13
402	-8.03	-34.89
403	-8.05	-34.90
404	13.80	100.57
405	13.73	100.53
406	-23.57	-46.65
407	-23.57	-46.65
408	-23.56	-46.66
411	35.34	137.12
412	35.19	136.94
413	34.76	135.48
414	35.00	135.77
415	34.99	135.78
416	37.56	126.80
417	37.45	126.45
418	40.76	-73.97
419	40.61	-74.04
420	40.64	-74.20
421	-22.95	-43.60
423	19.84	-90.54
425	-39.82	-73.23
426	-39.81	-73.24
427	-38.99	-72.64
428	-38.74	-72.59
432	25.78	-100.11
434	19.36	-99.27
435	19.43	-99.18
436	19.30	-99.19
437	19.30	-99.19
438	19.30	-99.19
439	-22.82	-43.29
440	-22.91	-43.31
441	19.39	-99.25
442	19.39	-99.25
443	34.71	137.85
444	34.70	137.73
445	14.62	121.05
446	14.55	121.05
447	16.76	-93.12
448	16.75	-93.08
449	3.06	101.62
450	3.06	101.62
451	-25.43	-49.27
452	-25.46	-49.22
453	-25.46	-49.22
455	6.12	100.37
456	6.12	100.37
457	25.78	-80.19
458	51.21	3.22
460	-33.48	-70.65
461	-33.51	-70.68
462	-15.61	-56.08
463	-15.61	-56.07
464	-33.39	-70.60
466	13.70	100.61
467	13.74	100.56
470	-33.47	-70.62
471	-33.45	-70.68
472	-33.57	-70.58
473	40.68	-73.97
474	40.67	-73.99
475	19.41	-99.27
476	19.40	-99.23
477	19.36	-99.27
478	30.20	-97.67
479	33.44	-112.00
480	-6.23	106.83
481	-6.23	106.83
482	-8.67	115.22
483	-8.67	115.22
484	19.44	-99.14
485	-33.05	-71.62
486	-33.03	-71.48
487	-12.05	-77.03
488	-12.10	-77.03
489	14.59	121.06
490	14.62	121.05
491	3.17	101.67
493	-38.01	-57.54
495	-1.45	-48.47
496	38.93	-77.03
497	38.88	-77.02
499	35.63	139.74
500	20.67	-103.39
501	20.67	-103.37
502	-23.20	-45.91
505	19.46	-99.22
506	19.52	-99.22
509	-19.97	-44.02
510	-19.97	-44.02
511	-19.95	-44.01
512	19.53	-99.23
513	19.67	-99.20
514	-19.97	-43.94
515	-19.94	-43.93
516	35.71	139.76
517	16.75	-93.15
518	16.71	-93.02
519	19.34	-99.15
520	19.34	-99.19
521	-19.92	-43.94
522	-19.83	-44.02
523	11.96	121.93
524	11.96	121.93
525	-6.97	107.59
526	-6.90	107.61
527	14.55	121.03
529	14.55	121.04
530	44.88	-93.21
531	41.50	-81.69
532	41.50	-81.69
533	-23.00	-43.32
534	-23.01	-43.37
535	3.19	101.70
536	3.13	101.69
537	3.13	101.69
539	30.29	-81.45
540	1.35	103.94
541	1.35	103.94
544	10.69	-61.52
545	10.71	-61.51
546	4.67	-74.06
547	3.06	101.69
548	3.15	101.71
549	-25.44	-49.26
550	0.02	-51.06
552	35.39	139.61
553	35.34	139.62
556	40.48	-79.92
557	40.30	-83.07
559	35.61	139.63
560	35.61	139.69
561	37.79	-122.41
562	37.75	-122.20
564	-25.44	-49.27
565	-25.46	-49.29
566	3.25	101.73
567	3.25	101.73
568	21.29	-157.84
569	21.29	-157.84
570	19.37	-99.18
571	19.35	-99.16
572	14.66	120.98
573	14.61	120.98
574	14.69	120.98
575	19.38	-99.17
576	19.37	-99.16
577	35.33	139.41
579	-23.52	-46.84
580	-23.54	-46.81
581	21.33	-157.92
582	20.89	-156.44
583	13.91	100.51
584	14.07	100.60
585	22.27	-97.87
586	22.26	-97.88
587	22.23	-97.85
588	3.07	101.50
589	3.07	101.50
590	-33.54	-70.62
591	-33.45	-70.67
592	-33.45	-70.67
593	4.63	-74.11
595	-6.90	107.58
596	-6.90	107.58
597	26.21	50.61
598	26.21	50.61
599	1.49	110.34
600	2.75	101.70
601	2.93	101.78
602	-3.10	-59.98
603	-3.09	-60.00
604	-19.93	-43.93
605	-19.94	-43.93
606	39.72	140.13
607	35.55	139.78
608	35.68	139.79
609	49.28	-123.13
610	49.28	-123.12
611	19.81	-90.50
612	19.85	-90.53
613	-19.63	-43.96
614	-19.92	-43.96
615	36.06	139.51
616	-12.07	-77.08
617	13.76	100.49
618	13.76	100.49
619	-33.44	-70.64
621	0.03	-51.06
622	-0.03	-51.18
623	55.73	37.60
624	55.71	37.54
625	55.78	37.60
626	55.74	37.57
627	55.76	37.66
628	55.76	37.62
629	38.92	-77.01
630	3.16	101.65
631	3.07	101.59
632	-25.31	-57.59
633	-25.33	-57.60
634	10.18	-84.39
635	10.09	-84.47
636	-3.06	-60.01
637	-3.12	-60.02
638	42.05	-88.04
639	41.95	-87.65
640	35.86	-86.41
641	36.01	-86.69
643	20.68	-103.43
644	20.68	-103.43
645	35.78	140.31
646	35.78	140.32
647	19.30	-99.14
648	19.30	-99.14
649	35.03	135.78
650	35.03	135.78
651	35.55	139.65
652	35.55	139.65
653	35.56	139.65
655	35.70	139.70
656	35.74	139.49
657	40.47	-3.57
658	32.00	34.87
659	13.82	100.06
660	-38.74	-72.60
661	-38.74	-72.60
662	-23.65	-46.71
664	-8.67	115.26
665	-8.66	115.23
667	9.93	-84.08
669	35.70	139.77
670	35.70	139.77
671	9.99	-84.11
672	9.99	-84.11
673	35.73	139.88
674	35.70	139.75
675	35.70	139.75
676	9.93	-84.08
677	9.91	-84.04
678	19.43	-99.18
679	19.43	-99.19
680	19.41	-99.17
681	19.41	-99.17
682	19.41	-99.17
683	35.91	139.62
684	35.91	139.62
685	35.90	139.62
686	29.75	-95.35
687	29.75	-95.35
689	-33.44	-70.64
690	-33.43	-70.61
691	-33.42	-70.61
692	-33.47	-70.59
694	-33.03	-71.53
695	-33.05	-71.61
696	14.55	121.02
697	14.55	121.02
699	30.56	-90.55
700	-33.42	-70.54
701	9.92	-84.04
702	9.93	-84.04
703	-23.65	-46.58
705	38.90	-77.01
706	38.91	-77.05
707	9.94	-84.06
708	9.94	-84.05
709	9.94	-84.15
710	9.62	-84.63
711	1.49	110.34
712	5.29	100.27
713	35.59	139.73
714	13.72	100.50
715	13.72	100.53
717	35.61	139.73
718	35.68	139.77
721	9.93	-84.08
722	3.25	101.74
723	3.25	101.73
724	13.75	100.49
725	13.75	100.49
726	38.30	140.35
727	38.21	140.32
728	35.42	133.34
729	35.46	133.06
730	-20.48	-54.60
731	-20.50	-54.66
733	-23.56	-46.66
734	14.57	121.05
735	14.57	121.05
736	9.94	-84.19
738	-20.27	-70.13
739	-20.24	-70.15
741	35.70	139.79
742	35.70	139.79
743	37.58	126.89
744	37.52	127.02
746	3.58	98.67
747	-6.21	106.82
748	-6.20	106.82
749	43.65	-70.31
750	39.85	-104.67
751	36.03	138.02
752	36.06	138.04
753	36.05	138.12
754	10.71	122.55
755	10.71	122.55
756	19.50	-99.18
757	19.50	-99.18
758	-33.37	-70.68
760	31.15	121.81
761	31.24	121.50
764	35.76	-78.78
765	35.92	-78.81
766	17.97	-92.92
767	17.98	-92.94
768	5.44	100.31
769	5.44	100.31
770	5.34	100.28
771	35.62	139.73
772	35.63	139.78
773	13.72	-89.21
776	19.40	-99.23
778	19.43	-99.19
779	19.49	-99.13
780	19.49	-99.13
781	19.45	-99.16
782	-6.20	106.78
783	-6.20	106.79
784	34.70	135.50
785	34.23	135.19
786	36.68	-4.49
787	36.68	-4.49
788	1.47	124.83
789	1.47	124.83
790	1.45	103.82
791	1.45	103.82
792	34.44	132.92
793	35.66	139.76
794	35.66	139.70
795	33.64	-84.44
796	40.00	-82.89
798	-3.11	-60.04
804	0.03	-51.11
805	0.05	-51.07
806	1.56	110.35
807	1.52	110.37
808	13.85	100.57
809	13.85	100.57
810	35.84	139.50
811	35.84	139.51
812	33.64	-84.44
813	32.73	-117.20
815	14.07	100.60
816	14.07	100.60
817	28.50	77.30
818	28.63	77.22
819	28.63	77.22
820	3.18	101.61
821	3.15	101.62
823	-3.08	-59.96
824	-3.09	-60.07
825	43.04	141.47
826	42.79	141.68
827	36.64	137.19
828	14.56	121.02
829	14.55	121.02
830	34.71	135.37
831	34.72	135.38
832	34.72	135.38
833	34.70	135.50
834	34.70	135.50
835	10.31	123.92
836	10.31	123.92
837	19.34	-99.14
838	5.57	95.37
842	-36.12	146.88
843	-36.15	146.95
844	-36.15	146.95
845	41.02	28.98
846	41.00	29.02
847	13.67	-89.29
848	13.68	-89.28
849	-6.19	106.74
851	21.11	-86.76
852	21.13	-86.75
854	3.14	101.71
855	3.16	101.70
856	3.13	101.67
857	35.38	136.95
858	35.17	136.88
859	14.59	121.06
860	14.59	121.06
861	3.16	101.72
862	3.16	101.72
863	9.94	-84.08
864	9.94	-84.08
865	34.70	135.50
866	34.66	135.50
867	34.73	135.64
868	34.84	135.71
871	33.82	-117.92
872	33.81	-117.92
873	3.11	101.55
874	3.07	101.52
875	3.07	101.52
876	35.61	140.11
877	35.58	140.13
878	35.67	140.01
879	35.71	139.96
880	35.69	140.02
881	40.08	116.59
882	22.32	113.93
883	35.66	139.68
884	13.69	100.61
885	45.07	7.67
886	45.07	7.67
887	35.86	139.97
888	35.71	139.78
889	13.74	100.53
890	13.75	100.54
891	36.38	127.32
892	36.39	127.32
893	9.95	-84.19
895	35.20	136.89
896	13.73	100.53
897	13.75	100.53
898	13.74	100.63
900	33.71	73.04
901	33.72	73.03
903	43.12	131.91
904	41.05	-73.54
908	51.04	3.74
909	50.87	4.27
910	13.72	100.51
912	35.65	139.54
913	35.66	139.54
914	41.00	28.87
915	41.07	29.01
916	41.05	29.03
917	40.99	29.04
918	40.99	29.05
919	40.99	29.05
920	14.56	121.02
921	14.56	121.02
922	13.85	100.57
923	13.85	100.57
924	13.85	100.57
925	13.85	100.57
926	3.05	101.69
927	3.05	101.70
928	-8.68	115.17
929	-8.64	115.17
930	35.58	139.56
931	35.58	139.56
934	35.88	139.82
935	35.88	139.82
936	35.88	139.83
937	-6.16	106.84
938	-6.12	106.83
939	34.49	136.71
940	34.68	135.82
941	-6.36	106.83
942	-6.22	106.80
943	34.99	135.76
944	35.02	135.68
945	34.99	135.78
946	43.03	-87.91
947	42.92	-88.04
948	34.99	135.76
949	34.98	135.76
950	-23.43	-46.48
951	-25.60	-54.49
953	10.69	122.57
954	35.74	139.65
955	35.69	139.71
956	40.18	26.36
957	13.75	100.53
958	13.75	100.54
959	37.54	126.89
960	37.52	126.90
961	34.75	135.61
962	34.70	135.53
963	34.69	135.52
964	37.51	126.89
965	37.56	126.94
966	37.46	126.68
967	35.67	139.61
968	35.67	139.61
970	37.54	127.14
971	34.88	135.70
972	34.83	135.65
973	44.74	-93.29
974	44.83	-93.43
975	3.06	101.62
976	3.06	101.62
977	37.56	126.80
978	37.42	126.88
979	40.99	29.02
980	40.99	29.02
981	13.74	100.52
982	13.74	100.52
983	13.73	100.54
984	19.39	-99.19
985	-6.27	106.74
986	-6.27	106.74
987	35.67	139.36
988	35.66	139.34
989	35.69	139.70
990	35.68	139.74
991	35.69	139.70
992	35.69	139.70
993	35.69	139.70
994	35.64	139.35
995	35.66	139.34
996	37.56	127.04
997	37.56	126.92
999	50.46	30.65
1000	13.75	100.53
1001	35.42	137.06
1002	35.14	136.90
1003	35.16	136.91
1004	35.16	136.90
1005	19.47	-99.18
1009	45.51	-122.43
1010	3.12	101.68
1011	3.12	101.68
1012	55.78	37.60
1013	55.78	37.60
1014	3.59	98.67
1015	3.59	98.67
1016	3.19	101.61
1017	-6.19	106.74
1018	-6.19	106.73
1020	6.93	79.85
1022	51.37	5.28
1023	3.07	101.50
1024	3.07	101.50
1025	3.07	101.50
1026	19.39	-99.17
1028	41.00	28.86
1029	19.36	-99.17
1031	19.30	-99.12
1032	19.34	-99.17
1033	53.36	-6.23
1034	53.36	-6.23
1035	51.69	5.29
1036	51.70	5.30
1037	-36.85	174.77
1038	-36.85	174.77
1039	31.20	121.32
1040	31.20	121.34
1041	41.74	12.29
1042	41.67	12.44
1043	35.66	139.70
1044	-6.20	106.85
1045	-6.20	106.85
1047	35.69	139.70
1048	35.70	139.48
1049	35.67	139.48
1050	14.57	121.07
1051	14.56	121.04
1053	50.45	30.50
1054	50.45	30.50
1055	41.00	29.04
1056	41.00	29.04
1057	51.34	3.79
1058	51.35	3.66
1059	13.75	100.53
1060	35.67	139.48
1061	35.65	139.82
1062	35.66	139.79
1063	14.56	121.01
1064	3.72	102.92
1065	3.12	101.68
1066	3.12	101.68
1067	5.83	102.56
1068	5.34	103.14
1069	34.18	-118.31
1070	34.09	-118.38
1071	34.09	-118.38
1072	34.09	-118.38
1073	34.08	-118.39
1074	35.66	139.70
1076	41.03	29.02
1077	41.03	29.02
1078	2.91	101.61
1079	3.07	101.70
1080	3.10	101.68
1081	3.06	101.50
1082	2.99	101.44
1083	41.08	29.01
1084	40.98	29.10
1085	0.03	-51.06
1087	3.58	98.67
1088	3.58	98.67
1089	9.04	-79.42
1090	9.04	-79.44
1091	-6.15	106.85
1092	-6.13	106.66
1093	-6.12	106.66
1094	2.76	101.74
1095	3.40	101.78
1096	3.41	101.76
1097	35.57	139.67
1098	35.58	139.66
1099	35.65	139.75
1100	28.54	-81.38
1101	28.61	-81.31
1102	13.78	100.54
1103	13.76	100.54
1104	35.53	139.49
1105	35.54	139.45
1106	35.54	139.44
1107	3.15	101.70
1110	21.02	-89.59
1111	41.07	29.00
1112	41.07	29.00
1113	36.10	-115.17
1114	36.10	-115.18
1115	36.12	-115.17
1116	36.12	-115.17
1117	-12.10	-76.96
1118	-12.10	-76.96
1120	1.28	103.85
1121	1.30	103.86
1124	19.40	-99.16
1125	19.46	-99.04
1126	45.61	8.85
1127	45.47	9.18
1128	35.01	136.96
1129	35.17	136.88
1130	35.16	136.88
1131	3.07	101.50
1132	3.07	101.50
1134	3.07	101.51
1135	3.07	101.51
1136	3.09	101.54
1137	-6.28	106.81
1139	37.59	127.06
1140	40.99	28.73
1141	40.99	28.72
1142	35.57	139.66
1143	35.84	139.80
1144	35.88	139.79
1145	35.88	139.79
1146	35.85	139.67
1148	-8.63	115.19
1149	3.07	101.50
1151	13.75	100.53
1152	1.47	124.83
1153	-6.91	107.62
1154	-6.91	107.61
1155	25.74	-100.30
1156	25.73	-100.40
1157	51.98	5.66
1159	0.05	-51.06
1161	13.73	100.78
1162	13.73	100.78
1164	35.70	139.41
1165	35.70	139.41
1166	2.31	102.32
1167	2.31	102.32
1168	13.74	100.53
1169	13.75	100.53
1170	3.15	101.66
1171	3.15	101.67
1172	34.90	132.09
1174	34.90	132.07
1175	-6.15	106.86
1176	-6.16	106.91
1177	41.80	12.25
1178	41.83	12.61
1179	36.11	-115.17
1180	36.11	-115.17
1181	45.46	-122.66
1182	-6.12	106.65
1183	5.33	100.29
1184	5.33	100.29
1185	4.70	-74.14
1186	4.67	-74.05
1187	36.99	35.30
1188	1.50	103.74
1189	1.42	103.61
1190	-7.29	112.68
1191	-7.29	112.68
1193	55.74	37.61
1194	6.15	100.41
1195	5.39	100.31
1196	3.14	101.71
1197	3.14	101.71
1198	35.68	139.77
1199	13.86	100.52
1201	2.95	99.06
1203	41.03	28.98
1204	41.04	29.00
1205	14.57	121.05
1206	2.15	102.70
1207	2.36	102.25
1208	13.75	100.53
1209	13.75	100.53
1210	13.82	100.56
1211	13.82	100.56
1212	33.59	130.40
1213	33.59	130.40
1214	33.59	130.40
1215	33.59	130.40
1216	33.59	130.40
1217	33.59	130.40
1218	33.59	130.40
1219	33.59	130.40
1220	33.59	130.40
1222	13.74	100.54
1223	-7.76	110.41
1226	13.73	100.78
1227	13.74	100.53
1228	13.76	100.53
1229	35.53	139.70
1230	35.53	139.70
1231	35.53	139.70
1232	36.13	-115.17
1233	36.12	-115.17
1234	36.11	-115.17
1235	45.55	9.33
1236	45.55	9.33
1237	36.94	138.81
1238	37.91	139.06
1239	3.14	101.75
1240	3.14	101.75
1241	3.33	101.56
1242	4.61	101.12
1243	-6.13	106.82
1245	7.00	100.47
1246	7.02	100.49
1247	41.05	28.99
1248	41.05	28.99
1249	-6.22	106.82
1250	-6.12	106.79
1251	14.04	100.61
1252	14.04	100.61
1253	51.13	4.43
1254	50.98	4.49
1255	50.96	4.49
1257	50.91	4.46
1258	50.89	4.45
1259	50.88	4.45
1260	50.88	4.44
1261	34.32	134.04
1262	34.35	134.00
1263	3.56	98.66
1264	3.56	98.65
1265	50.85	4.29
1266	50.85	4.35
1267	3.13	101.69
1268	3.13	101.69
1269	3.17	101.70
1270	3.17	101.70
1271	40.63	22.94
1274	-8.72	115.18
1275	-8.72	115.18
1276	35.67	139.89
1277	35.80	139.72
1278	35.67	139.76
1280	9.98	-84.01
1283	34.68	135.48
1285	34.68	135.48
1286	34.68	135.49
1287	56.04	12.69
1288	55.61	13.00
1289	34.92	135.80
1290	3.07	101.52
1291	3.05	101.49
1292	38.27	140.87
1293	4.26	117.91
1294	4.25	117.90
1295	4.25	117.89
1296	3.16	101.71
1297	3.09	101.63
1298	33.24	131.61
1299	33.23	131.61
1300	35.32	139.56
1301	35.32	139.55
1302	35.32	139.55
1303	35.33	139.56
1304	3.58	98.69
1305	-7.78	110.40
1306	-7.78	110.40
1307	21.32	-157.87
1308	36.12	-115.18
1310	41.08	29.03
1311	41.04	29.01
1312	35.68	139.77
1313	35.68	139.77
1314	35.68	139.77
1315	13.84	100.58
1316	13.84	100.57
1317	13.85	100.57
1318	13.81	100.56
1319	3.06	101.62
1321	35.66	139.70
1322	35.66	139.70
1323	35.56	139.72
1324	47.50	19.11
1325	47.52	19.07
1326	3.16	101.61
1327	3.16	101.61
1328	13.77	100.64
1329	13.78	100.63
1330	41.70	-83.65
1332	45.69	12.25
1333	45.70	12.26
1334	37.78	-122.39
1335	37.79	-122.41
1336	35.68	139.76
1337	35.59	139.50
1338	35.60	139.51
1339	-6.17	106.82
1341	3.13	101.67
1342	3.07	101.50
1343	3.07	101.61
1344	3.07	101.61
1346	35.53	139.73
1347	14.52	121.02
1348	14.52	121.02
1349	35.66	139.78
1350	2.94	101.71
1351	2.94	101.71
1352	13.74	100.53
1353	13.73	100.55
1354	22.30	114.16
1355	22.33	114.15
1356	35.65	139.71
1357	35.65	139.71
1358	35.66	139.70
1359	35.63	139.66
1360	35.70	139.76
1361	2.21	102.25
1362	2.25	102.28
1363	2.21	102.25
1364	3.12	101.62
1365	3.04	101.62
1366	3.04	101.62
1367	41.04	28.99
1368	41.05	28.98
1369	41.38	2.12
1370	41.41	2.19
1371	13.86	100.54
1372	13.86	100.54
1373	35.77	139.66
1374	35.77	139.66
1375	35.78	139.69
1376	36.31	139.81
1378	3.13	101.62
1379	3.15	101.62
1380	14.57	121.05
1381	14.66	121.05
1382	0.54	101.43
1383	0.54	101.43
1384	35.71	139.69
1385	35.71	139.70
1386	35.71	139.71
1387	45.76	15.98
1388	45.76	15.98
1389	-6.33	107.14
1390	-6.33	107.13
1391	3.25	101.73
1393	34.93	135.76
1394	35.03	135.77
1395	35.03	135.76
1396	2.92	101.66
1397	2.92	101.66
1398	2.92	101.68
1399	35.75	139.81
1400	35.70	139.77
1401	35.72	139.75
1402	3.59	98.69
1403	3.59	98.69
1404	17.97	-92.94
1405	17.98	-92.97
1406	43.47	-3.80
1407	43.47	-3.80
1408	5.35	100.35
1409	34.69	135.19
1410	34.69	135.19
1411	-7.26	112.75
1413	41.05	28.99
1414	41.04	28.99
1415	3.15	101.70
1416	3.15	101.70
1417	3.15	101.70
1418	3.06	101.69
1419	3.06	101.69
1420	3.00	101.71
1421	3.00	101.71
1422	34.09	131.40
1423	33.95	130.92
1424	33.89	130.88
1425	33.87	130.80
1426	41.03	29.14
1427	41.03	29.13
1428	41.02	29.13
1429	41.36	2.10
1430	41.36	2.13
1431	3.07	101.61
1432	3.16	101.61
1433	19.43	-99.13
1434	19.43	-99.13
1435	19.43	-99.14
1437	35.69	139.70
1438	3.16	101.62
1439	3.15	101.65
1440	-33.77	150.91
1441	-33.88	151.21
1442	39.86	116.37
1443	39.94	116.43
1444	35.67	139.65
1445	35.67	139.65
